"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"841","252","87","73","0","95","0","95","0","95","0","95","0","95","0","95","40","59","0","95","40","59","47","42","47","42","0","95","117","64","14","25","0","95","14","25","11","23","6","20","5","13","42","48","38","46","4","9","50","48","50","48","0","95","599","225","94","116","2","6","1","4","1","3","0","95","0","95","0","95","0","95","0","95","0","95","92","115","92","115","0","95","479","180","447","177","10","14","0","95","10","14","120","99","36","45","84","67","80","59","80","59","0","95","237","105","184","108","53","52","32","28","22","22","15","24","7","12","10","15","10","15","0","95","0","95","0","95","0","95","0","95","0","95","0","95","26","22","8","14","8","14","0","95","18","28","18","28","0","95","0","95","0","95","0","95","0","95","0","95","0","95","38","42","27","39","27","39","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","19","0","95","11","19","1400000US06037503702","Census Tract 5037.02, Los Angeles County, California"
"2715","300","54","45","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","54","45","40","38","14","22","2240","256","227","161","121","140","106","89","366","145","248","112","118","87","952","245","806","225","146","160","695","219","667","214","28","32","385","192","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","274","170","274","170","32","49","16","25","16","24","59","68","0","95","59","68","39","63","0","95","39","63","144","86","144","86","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","111","109","0","95","0","95","0","95","0","95","0","95","0","95","62","81","32","36","30","50","49","68","49","68","0","95","36","29","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","36","29","36","29","0","95","1400000US06037503703","Census Tract 5037.03, Los Angeles County, California"
"1204","295","75","97","0","95","0","95","0","95","0","95","0","95","0","95","66","93","57","92","9","15","9","15","0","95","9","15","497","258","250","235","184","230","66","67","18","19","18","19","0","95","174","77","140","49","34","44","55","50","55","50","0","95","573","235","11","16","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","16","11","16","0","95","463","231","355","155","10","17","10","17","0","95","20","32","20","32","0","95","77","78","0","95","77","78","248","114","226","109","22","25","108","127","15","24","0","95","15","24","52","72","0","95","52","72","35","42","19","31","16","27","6","9","6","9","0","95","99","87","0","95","0","95","0","95","21","33","0","95","21","33","41","62","0","95","41","62","37","52","37","52","0","95","59","75","24","37","0","95","24","37","0","95","0","95","0","95","35","39","24","37","11","17","0","95","0","95","0","95","1400000US06037503801","Census Tract 5038.01, Los Angeles County, California"
"1117","184","76","49","0","95","0","95","0","95","0","95","0","95","0","95","20","31","20","31","0","95","56","39","45","35","11","18","730","150","102","90","4","8","98","91","162","131","89","84","73","67","252","111","162","62","90","83","214","83","186","75","28","34","281","123","28","41","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","28","41","28","41","0","95","202","87","154","81","0","95","0","95","0","95","21","23","0","95","21","23","73","72","35","39","38","62","60","47","60","47","0","95","48","32","0","95","0","95","0","95","6","12","0","95","6","12","20","22","10","15","10","15","22","23","22","23","0","95","51","80","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","51","80","51","80","0","95","30","28","0","95","0","95","0","95","0","95","0","95","0","95","16","20","16","20","0","95","14","22","14","22","0","95","1400000US06037503802","Census Tract 5038.02, Los Angeles County, California"
"530","130","22","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","22","24","8","13","14","21","175","72","20","36","0","95","20","36","37","36","29","34","8","16","45","50","45","50","0","95","73","50","59","54","14","18","333","106","13","20","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","13","20","13","20","0","95","297","105","173","75","0","95","0","95","0","95","22","28","22","28","0","95","40","34","40","34","0","95","111","68","88","65","23","23","124","106","0","95","0","95","0","95","12","20","12","20","0","95","79","86","79","86","0","95","33","30","24","19","9","22","23","30","0","95","0","95","0","95","18","29","0","95","18","29","0","95","0","95","0","95","5","9","5","9","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503901","Census Tract 5039.01, Los Angeles County, California"
"925","231","71","74","11","19","0","95","11","19","0","95","0","95","0","95","49","60","49","60","0","95","11","18","0","95","11","18","434","128","86","76","5","10","81","71","187","90","97","76","90","75","80","53","65","46","15","21","81","48","81","48","0","95","411","202","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","316","190","182","105","0","95","0","95","0","95","14","23","0","95","14","23","60","85","0","95","60","85","108","63","91","59","17","27","134","161","14","24","0","95","14","24","120","157","0","95","120","157","0","95","0","95","0","95","0","95","0","95","0","95","95","76","0","95","0","95","0","95","0","95","0","95","0","95","13","20","0","95","13","20","82","74","64","59","18","25","9","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","14","0","95","9","14","1400000US06037503902","Census Tract 5039.02, Los Angeles County, California"
"939","268","18","20","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","18","20","18","20","0","95","488","245","316","243","25","29","291","239","76","82","67","83","9","15","50","43","50","43","0","95","46","40","46","40","0","95","345","128","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","301","110","301","110","0","95","0","95","0","95","0","95","0","95","0","95","108","74","69","59","39","51","193","82","176","77","17","20","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","44","48","0","95","0","95","0","95","5","9","5","9","0","95","29","46","29","46","0","95","10","15","10","15","0","95","88","77","49","58","9","14","40","56","10","15","10","15","0","95","29","43","29","43","0","95","0","95","0","95","0","95","1400000US06037504001","Census Tract 5040.01, Los Angeles County, California"
"1377","424","38","40","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","38","40","31","38","7","13","555","202","87","92","21","34","66","90","249","142","122","58","127","160","140","86","130","86","10","18","79","73","79","73","0","95","715","366","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","700","367","625","354","0","95","0","95","0","95","177","238","0","95","177","238","200","181","120","89","80","103","248","104","216","91","32","49","75","84","0","95","0","95","0","95","10","17","10","17","0","95","36","56","36","56","0","95","29","34","29","34","0","95","15","25","0","95","0","95","0","95","0","95","0","95","0","95","7","13","7","13","0","95","8","13","8","13","0","95","69","99","48","75","0","95","48","75","14","23","0","95","14","23","0","95","0","95","0","95","7","12","7","12","0","95","1400000US06037504002","Census Tract 5040.02, Los Angeles County, California"
"1694","364","99","87","0","95","0","95","0","95","41","59","41","59","0","95","0","95","0","95","0","95","58","64","58","64","0","95","174","103","48","46","0","95","48","46","42","30","27","26","15","23","51","71","26","60","25","39","33","39","33","39","0","95","1363","344","21","33","21","33","0","95","21","33","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1333","339","1060","275","154","125","33","40","121","116","246","159","175","137","71","75","247","106","145","86","102","76","413","101","351","94","62","48","273","173","84","111","0","95","84","111","55","63","14","15","41","58","38","24","18","20","20","17","96","97","82","87","14","23","9","15","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","15","9","15","0","95","58","77","0","95","0","95","0","95","49","76","49","76","0","95","0","95","0","95","0","95","9","14","0","95","9","14","1400000US06037504101","Census Tract 5041.01, Los Angeles County, California"
"0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037504102","Census Tract 5041.02, Los Angeles County, California"
"1075","165","73","54","1","2","1","2","0","95","0","95","0","95","0","95","0","95","0","95","0","95","72","54","55","41","17","22","471","105","26","28","0","95","26","28","118","108","118","108","0","95","48","47","3","6","45","47","279","75","256","75","23","27","519","131","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","497","124","425","131","11","17","11","17","0","95","90","63","90","63","0","95","84","66","72","56","12","19","240","96","220","93","20","26","72","73","0","95","0","95","0","95","53","67","0","95","53","67","10","18","10","18","0","95","9","16","9","16","0","95","22","27","0","95","0","95","0","95","4","8","4","8","0","95","1","3","1","3","0","95","17","26","17","26","0","95","12","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","12","18","12","18","0","95","1400000US06037530003","Census Tract 5300.03, Los Angeles County, California"
"1055","251","9","11","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","11","3","7","6","9","337","148","83","86","0","95","83","86","45","57","40","49","5","12","144","80","144","80","0","95","65","48","65","48","0","95","693","206","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","680","202","557","181","129","126","0","95","129","126","11","17","11","17","0","95","104","80","58","49","46","44","313","123","298","122","15","24","123","116","28","45","0","95","28","45","0","95","0","95","0","95","44","56","16","26","28","32","51","58","51","58","0","95","13","16","6","12","0","95","6","12","0","95","0","95","0","95","0","95","0","95","0","95","7","11","7","11","0","95","16","22","11","20","0","95","11","20","0","95","0","95","0","95","0","95","0","95","0","95","5","8","5","8","0","95","1400000US06037530004","Census Tract 5300.04, Los Angeles County, California"
"1900","267","81","60","0","95","0","95","0","95","0","95","0","95","0","95","21","36","21","36","0","95","60","55","60","55","0","95","1521","250","70","82","53","58","17","27","132","74","88","62","44","40","407","178","389","178","18","28","912","179","857","171","55","48","278","102","9","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","14","9","14","0","95","227","100","146","77","8","14","0","95","8","14","16","28","6","11","10","26","14","23","6","11","8","20","108","67","80","59","28","32","81","85","0","95","0","95","0","95","0","95","0","95","0","95","48","73","48","73","0","95","33","47","33","47","0","95","42","50","9","16","0","95","9","16","0","95","0","95","0","95","0","95","0","95","0","95","33","43","33","43","0","95","20","25","0","95","0","95","0","95","0","95","0","95","0","95","14","22","14","22","0","95","6","16","6","16","0","95","1400000US06037530005","Census Tract 5300.05, Los Angeles County, California"
"1378","243","48","45","0","95","0","95","0","95","30","49","30","49","0","95","0","95","0","95","0","95","18","22","18","22","0","95","658","156","98","87","9","17","89","85","148","110","134","104","14","21","160","100","138","95","22","35","252","104","199","101","53","61","672","219","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","603","191","369","160","43","63","43","63","0","95","115","74","25","37","90","72","105","69","16","25","89","66","106","79","61","49","45","58","234","170","10","16","0","95","10","16","35","45","0","95","35","45","63","65","32","36","31","51","126","101","126","101","0","95","69","92","55","89","0","95","55","89","0","95","0","95","0","95","0","95","0","95","0","95","14","24","14","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037530006","Census Tract 5300.06, Los Angeles County, California"
"2246","454","40","37","0","95","0","95","0","95","18","29","16","28","2","5","8","14","8","14","0","95","14","18","14","18","0","95","287","95","19","23","6","11","13","21","87","72","61","53","26","29","64","50","57","50","7","16","117","60","117","60","0","95","1919","431","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1822","412","1699","419","125","93","0","95","125","93","613","331","164","207","449","235","411","141","213","123","198","103","550","151","273","117","277","121","123","62","6","10","0","95","6","10","26","30","17","28","9","16","54","53","21","32","33","40","37","31","26","27","11","17","97","140","0","95","0","95","0","95","89","139","0","95","89","139","0","95","0","95","0","95","8","16","8","16","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037530101","Census Tract 5301.01, Los Angeles County, California"
"1684","317","96","62","10","16","0","95","10","16","8","13","8","13","0","95","33","31","24","22","9","13","45","40","45","40","0","95","425","171","131","138","18","23","113","133","136","93","114","91","22","34","91","72","91","72","0","95","67","51","64","49","3","9","1131","258","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1093","253","992","226","55","61","0","95","55","61","282","175","67","66","215","142","161","116","88","83","73","75","494","138","394","134","100","82","101","87","0","95","0","95","0","95","26","39","0","95","26","39","67","57","0","95","67","57","8","11","8","11","0","95","38","41","0","95","0","95","0","95","7","11","7","11","0","95","0","95","0","95","0","95","31","40","8","13","23","38","32","37","0","95","0","95","0","95","0","95","0","95","0","95","4","8","4","8","0","95","28","36","6","11","22","34","1400000US06037530102","Census Tract 5301.02, Los Angeles County, California"
